2024-06-28 21:52:40.832324 [INFO] starting
2024-06-28 21:52:41.088339 [INFO] GUI init
2024-06-28 21:52:41.121341 [INFO] Index bg
2024-06-28 21:52:41.239347 [INFO] Index start button
2024-06-28 21:52:41.303351 [INFO] Index settings image
2024-06-28 21:52:41.304351 [INFO] Index head text
2024-06-28 21:52:41.304351 [INFO] Index init
2024-06-28 21:57:51.424548 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 23, y: 5 MOUSEX: 683 MOUSEY: 175 TOO BIG OR SMALL
2024-06-28 21:57:51.424548 [INFO] MOUSEBUTTONDOWN_EVENT MASS-CHOOSE-BIG-EVENT x: 683, y: 175
2024-06-28 21:57:51.425548 [INFO] MASS-CHOOSE-BIG
2024-06-28 21:57:51.425548 [INFO] MASS_CHOOSE_B IS TRUE
2024-06-28 21:57:56.679848 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 1 MOUSEX: 580 MOUSEY: 19
2024-06-28 21:57:56.680849 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 1
2024-06-28 21:57:56.684849 [INFO] DISPLAY_MASSEVENT_BIG x: 1, y: 1
2024-06-28 21:57:58.791969 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 2 MOUSEX: 581 MOUSEY: 62
2024-06-28 21:57:58.792969 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 2
2024-06-28 21:57:58.797970 [INFO] DISPLAY_MASSEVENT_BIG x: 1, y: 2
2024-06-28 21:57:59.271997 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 3 MOUSEX: 584 MOUSEY: 99
2024-06-28 21:57:59.272997 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 3
2024-06-28 21:57:59.277997 [INFO] DISPLAY_MASSEVENT_BIG x: 1, y: 3
2024-06-28 21:57:59.648018 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 4 MOUSEX: 583 MOUSEY: 127
2024-06-28 21:57:59.649018 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 4
2024-06-28 21:57:59.654019 [INFO] DISPLAY_MASSEVENT_BIG x: 1, y: 4
2024-06-28 21:58:00.384060 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 5 MOUSEX: 588 MOUSEY: 179
2024-06-28 21:58:00.385060 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 5
2024-06-28 21:58:00.391061 [INFO] DISPLAY_MASSEVENT_BIG x: 1, y: 5
2024-06-28 21:58:00.953093 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 6 MOUSEX: 583 MOUSEY: 225
2024-06-28 21:58:00.953093 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 6
2024-06-28 21:58:00.959093 [INFO] DISPLAY_MASSEVENT_BIG x: 1, y: 6
2024-06-28 21:58:01.328114 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 7 MOUSEX: 582 MOUSEY: 251
2024-06-28 21:58:01.328114 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 7
2024-06-28 21:58:01.334115 [INFO] DISPLAY_MASSEVENT_BIG x: 1, y: 7
2024-06-28 21:58:01.768139 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 8 MOUSEX: 580 MOUSEY: 287
2024-06-28 21:58:01.769140 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 8
2024-06-28 21:58:01.774140 [INFO] DISPLAY_MASSEVENT_BIG x: 1, y: 8
2024-06-28 21:58:02.160162 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 9 MOUSEX: 581 MOUSEY: 332
2024-06-28 21:58:02.161162 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 9
2024-06-28 21:58:02.167162 [INFO] DISPLAY_MASSEVENT_BIG x: 1, y: 9
2024-06-28 21:58:02.584186 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 10 MOUSEX: 584 MOUSEY: 377
2024-06-28 21:58:02.584186 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 10
2024-06-28 21:58:02.589186 [INFO] DISPLAY_MASSEVENT_BIG x: 1, y: 10
2024-06-28 21:58:02.976209 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 11 MOUSEX: 584 MOUSEY: 406
2024-06-28 21:58:02.977209 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 11
2024-06-28 21:58:02.981209 [INFO] DISPLAY_MASSEVENT_BIG x: 1, y: 11
2024-06-28 21:58:03.368231 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 12 MOUSEX: 588 MOUSEY: 457
2024-06-28 21:58:03.368231 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 12
2024-06-28 21:58:03.374231 [INFO] DISPLAY_MASSEVENT_BIG x: 1, y: 12
2024-06-28 21:58:03.815257 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 13 MOUSEX: 584 MOUSEY: 486
2024-06-28 21:58:03.816257 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 13
2024-06-28 21:58:03.824257 [INFO] DISPLAY_MASSEVENT_BIG x: 1, y: 13
2024-06-28 21:58:04.384289 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 14 MOUSEX: 575 MOUSEY: 547
2024-06-28 21:58:04.384289 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 14
2024-06-28 21:58:04.389289 [INFO] DISPLAY_MASSEVENT_BIG x: 1, y: 14
2024-06-28 21:58:04.888318 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 20, y: 15 MOUSEX: 581 MOUSEY: 579
2024-06-28 21:58:04.888318 [INFO] DISPLAY_MASSEVENT_BIG x: 20, y: 15
